kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
gemm_fp32.1.sm_80.ptx 1153 : 131072 1179744 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1152 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1151 : 131072 1180704 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1150 : 131072 1184800 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1149 : 131072 102947680 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1148 : 131072 2926144 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1147 : 131072 793440 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1146 : 131072 791104 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1145 : 131072 790464 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1144 : 131072 791904 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1143 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1142 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1141 : 131072 1180480 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1140 : 131072 1185120 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1139 : 131072 105547328 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1138 : 131072 2950560 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1137 : 131072 792832 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1136 : 131072 790240 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1135 : 131072 792064 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1134 : 131072 792352 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1133 : 131072 1179744 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1132 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1131 : 131072 1181088 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1130 : 131072 1185760 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1129 : 131072 107710144 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1128 : 131072 2947200 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1127 : 131072 793184 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1126 : 131072 790752 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1125 : 131072 791264 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1124 : 131072 793408 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1123 : 131072 1179808 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1122 : 131072 1179872 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1121 : 131072 1180576 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1120 : 131072 1185440 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1119 : 131072 109174784 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1118 : 131072 2941888 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1117 : 131072 793632 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1116 : 131072 791360 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1115 : 131072 791232 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1114 : 131072 792608 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1113 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1112 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1111 : 131072 1180480 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1110 : 131072 1185440 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1109 : 131072 108753248 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1108 : 131072 2991648 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1107 : 131072 793568 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1106 : 131072 791072 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1105 : 131072 791008 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1104 : 131072 792256 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1103 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1102 : 131072 1179776 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1101 : 131072 1180160 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1100 : 131072 1185280 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1099 : 131072 107392992 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1098 : 131072 2953760 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1097 : 131072 792224 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1096 : 131072 790368 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1095 : 131072 790656 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1094 : 131072 792736 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1093 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1092 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1091 : 131072 1180288 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1090 : 131072 1185088 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1089 : 131072 103282464 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1088 : 131072 2964512 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1087 : 131072 793024 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1086 : 131072 790240 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1085 : 131072 790816 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1084 : 131072 792096 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1083 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1082 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1081 : 131072 1180000 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1080 : 131072 1184640 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1079 : 131072 97917248 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1078 : 131072 3010624 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1077 : 131072 793728 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1076 : 131072 791456 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1075 : 131072 792448 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1074 : 131072 792640 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1073 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1072 : 131072 1179776 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1071 : 131072 1180608 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1070 : 131072 1186144 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1069 : 131072 92763488 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1068 : 131072 3000736 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1067 : 131072 793504 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1066 : 131072 790912 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1065 : 131072 790976 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1064 : 131072 792384 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1063 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1062 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1061 : 131072 1180352 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1060 : 131072 1185216 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1059 : 131072 88699616 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1058 : 131072 3005888 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1057 : 131072 793248 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1056 : 131072 790880 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1055 : 131072 792032 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1054 : 131072 792160 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1053 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1052 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1051 : 131072 1180640 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1050 : 131072 1185472 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1049 : 131072 83667712 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1048 : 131072 3036416 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1047 : 131072 793312 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1046 : 131072 790848 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1045 : 131072 791744 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1044 : 131072 793728 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1043 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1042 : 131072 1179744 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1041 : 131072 1180256 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1040 : 131072 1185856 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1039 : 131072 81616608 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1038 : 131072 3059488 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1037 : 131072 794240 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1036 : 131072 791424 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1035 : 131072 792032 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1034 : 131072 793568 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1033 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1032 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1031 : 131072 1180800 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1030 : 131072 1185984 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1029 : 131072 78921184 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1028 : 131072 3098560 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1027 : 131072 793696 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1026 : 131072 790944 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1025 : 131072 791136 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1024 : 131072 792480 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1023 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1022 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1021 : 131072 1180544 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1020 : 131072 1185600 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1019 : 131072 76235200 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1018 : 131072 3100416 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1017 : 131072 793760 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1016 : 131072 791520 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1015 : 131072 791296 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1014 : 131072 792192 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1013 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1012 : 131072 1179744 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1011 : 131072 1180672 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1010 : 131072 1186432 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1009 : 131072 122669760 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1008 : 131072 2938464 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 1007 : 131072 792160 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1006 : 131072 790688 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1005 : 131072 791040 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1004 : 131072 791584 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1003 : 131072 1179712 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1002 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1001 : 131072 1180288 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 1000 : 131072 1184928 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 999 : 131072 128400800 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 998 : 131072 2906208 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 997 : 131072 792256 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 996 : 131072 790464 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 995 : 131072 790720 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 994 : 131072 791616 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 993 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 992 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 991 : 131072 1180448 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 990 : 131072 1184992 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 989 : 131072 131874208 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 988 : 131072 2843840 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 987 : 131072 792160 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 986 : 131072 790272 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 985 : 131072 790720 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 984 : 131072 791456 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 983 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 982 : 131072 1179648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 981 : 131072 1180384 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 980 : 131072 1184896 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 979 : 131072 136271232 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 978 : 131072 2835200 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 977 : 131072 792032 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 976 : 131072 789952 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 975 : 131072 790880 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 974 : 131072 791104 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 973 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 972 : 131072 1179680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 971 : 131072 1180224 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 970 : 131072 1184480 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 969 : 131072 139390048 2097152 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 968 : 131072 2806560 0 0 0 65536 4096 0 0 
gemm_fp32.1.sm_80.ptx 588 : 33554432 302306720 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 587 : 33554432 340256128 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 586 : 33554432 302595520 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 585 : 33554432 363171040 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 584 : 33554432 11509224992 287497600 0 0 16777216 1048576 0 0 
gemm_fp32.1.sm_80.ptx 583 : 33554432 304158176 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 582 : 33554432 168569120 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 581 : 33554432 203173728 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 580 : 33554432 304464960 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 579 : 33554432 202280704 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 578 : 33554432 305177184 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 577 : 33554432 307285472 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 576 : 33554432 340793184 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 575 : 33554432 203127168 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 574 : 33554432 219230560 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 573 : 33554432 883302592 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 572 : 33554432 774394272 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 571 : 33554432 666063072 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 570 : 33554432 557522496 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 569 : 33554432 14749225312 24655616 0 0 16777216 1048576 0 0 
gemm_fp32.1.sm_80.ptx 568 : 33554432 310751456 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 567 : 33554432 315393920 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 566 : 33554432 348490848 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 565 : 33554432 348186016 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 564 : 33554432 940411040 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 563 : 33554432 835793760 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 562 : 33554432 730197120 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 561 : 33554432 626065600 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 560 : 33554432 14013258272 24654336 0 0 16777216 1048576 0 0 
gemm_fp32.1.sm_80.ptx 559 : 33554432 312059680 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 558 : 33554432 319302112 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 557 : 33554432 348970080 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 556 : 33554432 358544000 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 555 : 33554432 997873408 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 554 : 33554432 891855744 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 553 : 33554432 787217280 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 552 : 33554432 682664768 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 551 : 33554432 13918503456 24654144 0 0 16777216 1048576 0 0 
gemm_fp32.1.sm_80.ptx 550 : 33554432 329388992 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 549 : 33554432 341923776 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 548 : 33554432 370521216 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 547 : 33554432 426158432 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 546 : 33554432 1166078720 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 545 : 33554432 1067155072 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 544 : 33554432 966598848 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 543 : 33554432 868980896 0 4194304 1048576 0 0 0 0 
gemm_fp32.1.sm_80.ptx 542 : 33554432 302468544 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 541 : 33554432 174176352 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 540 : 33554432 202047552 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 539 : 33554432 302368512 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 538 : 33554432 201535584 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 537 : 33554432 13283988672 24651712 0 0 16777216 1048576 0 0 
gemm_fp32.1.sm_80.ptx 536 : 33554432 302633376 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 535 : 33554432 302970560 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 534 : 33554432 335926240 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 533 : 33554432 201582880 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 532 : 33554432 201800960 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 531 : 33554432 201742112 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 530 : 33554432 201714464 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 529 : 33554432 169978176 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 526 : 131072 794400 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 525 : 131072 793536 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 524 : 131072 798144 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 523 : 131072 796832 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 522 : 131072 798624 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 521 : 131072 798336 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 520 : 131072 802080 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 519 : 131072 797728 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 518 : 131072 797664 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 517 : 131072 795328 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 516 : 131072 799648 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 515 : 131072 796960 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 514 : 131072 797632 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 513 : 131072 797920 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 512 : 131072 798848 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 511 : 131072 797952 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 510 : 131072 798848 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 509 : 131072 795072 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 508 : 131072 797152 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 507 : 131072 797952 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 506 : 131072 794912 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 505 : 131072 799904 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 504 : 131072 798624 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 503 : 131072 798624 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 502 : 131072 799872 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 501 : 131072 795584 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 500 : 131072 800096 0 0 0 0 0 0 0 
gemm_fp32.1.sm_80.ptx 499 : 131072 796416 0 0 0 0 0 0 0 
